iter	Logloss
570	0.6413106687
571	0.6412533588
572	0.6411975981
573	0.6411456734
574	0.6410972785
575	0.6410527166
576	0.6409971894
577	0.6409437477
578	0.6408943289
579	0.6408393533
580	0.6407923279
581	0.6407384014
582	0.640685368
583	0.6405978548
584	0.6405418863
585	0.6404798132
586	0.6404229851
587	0.6403688794
588	0.6403165399
589	0.640262975
590	0.6402139295
591	0.6401645253
592	0.6401057313
593	0.6400807068
594	0.6400257282
595	0.639956338
596	0.6398981976
597	0.6398304246
598	0.639797231
599	0.6397394848
600	0.6397093201
601	0.6396534453
602	0.6396112315
603	0.639549642
604	0.6394960916
605	0.6394422281
606	0.6394033711
607	0.6393565583
608	0.6392846881
609	0.6392048095
610	0.6391605838
611	0.6390953615
612	0.6390510715
613	0.6390230327
614	0.6389507954
615	0.6389111799
616	0.6388514969
617	0.6388209252
618	0.6387764767
619	0.6387274993
620	0.6386688661
621	0.6386222662
622	0.638588414
623	0.6385335113
624	0.63847431
625	0.6384224927
626	0.638377089
627	0.6383318064
628	0.6382715519
629	0.6382230895
630	0.6381701169
631	0.6381474594
632	0.6380863175
633	0.6380389946
634	0.6379871792
635	0.6379282226
636	0.6378723232
637	0.6378254025
638	0.6377899801
639	0.6377383402
640	0.6376900021
641	0.6376405407
642	0.6375885349
643	0.6375384694
644	0.6374880335
645	0.6374308996
646	0.637375681
647	0.6373338892
648	0.6372754982
649	0.6372158907
650	0.6371662771
651	0.6371210991
652	0.6370678214
653	0.6370099407
654	0.6369517981
655	0.6368966828
656	0.6368489232
657	0.6368003993
658	0.6367817993
659	0.6367442671
660	0.6366985737
661	0.6366466307
662	0.6365990806
663	0.6365640122
664	0.636517595
665	0.6364695238
666	0.6364070493
667	0.6363638657
668	0.6363096221
669	0.6362668667
670	0.6362362269
671	0.6361996819
672	0.6361645863
673	0.636113494
674	0.6360644441
675	0.6360156955
676	0.6359785652
677	0.6359320363
678	0.6358731144
679	0.6358304297
680	0.6357712912
681	0.6357180986
682	0.6356649238
683	0.6355951122
684	0.6355615058
685	0.6354993286
686	0.6354389024
687	0.6353940596
688	0.6353408907
689	0.6352869612
690	0.6352317505
691	0.635171511
692	0.63510154
693	0.635063397
694	0.6350069188
695	0.6349449621
696	0.6348707864
697	0.6348262694
698	0.6347861997
699	0.6347332973
700	0.6346731521
701	0.6346364136
702	0.6346005699
703	0.6345473673
704	0.6344847178
705	0.6344433531
706	0.6343925647
707	0.6343558139
708	0.6343062629
709	0.6342492586
710	0.6342123763
711	0.6341699224
712	0.6341082267
713	0.6340653123
714	0.6340109352
715	0.6339522088
716	0.6338969798
717	0.6338656601
718	0.6338078489
719	0.6337435163
720	0.633696327
721	0.6336482513
722	0.6335828465
723	0.633535723
724	0.6334983434
725	0.6334550354
726	0.6334126438
727	0.633353626
728	0.6333106507
729	0.6332459706
730	0.6331919625
731	0.6331595078
732	0.6331068781
733	0.6330594323
734	0.6330064293
735	0.6329424985
736	0.6329005339
737	0.6328482904
738	0.632823947
739	0.6327656598
740	0.6327261697
741	0.6326794537
742	0.6326313932
743	0.6325856838
744	0.6325507252
745	0.6325175436
746	0.6324623649
747	0.6323926119
748	0.6323391628
749	0.632283589
750	0.6322312381
751	0.6321900958
752	0.632141571
753	0.6320972136
754	0.632045428
755	0.6320005051
756	0.6319553603
757	0.631891155
758	0.6318588231
759	0.6318054748
760	0.6317622537
761	0.6317196253
762	0.6316596503
763	0.6316177206
764	0.6315823277
765	0.631538942
766	0.6314814871
767	0.631430755
768769	0.63025291769770	0.63021112770771	0.63017310771772	0.63012305772773	0.63006665773	0.631088968
774	0.6310467647
775	0.6310041773
776	0.6309459745
777	0.6309044521
778	0.6308574198
779	0.6308061323
780	0.6307458146
781	0.6306955692
782	0.630641536
783	0.6305762445
784	0.6305185857
785	0.6304654567
786	0.6304074835
787	0.6303758295
788	0.6303313282
789	0.6302816409
790	0.6302514884
791	0.6301931368
792	0.6301516016
793	0.6301016645
794	0.6300395038
795	0.629974796	0796	0.629936797	0.6296606469
798	0.629623544
799	0.6295708068
800	0.6295325063
801	0.6294761131
802	0.6294232531
803	0.6293612514
804	0.6293230478
805	0.6292591261
806	0.6292061975
807	0.6291644382
808	0.6291076909
809	0.6290659973
810	0.6290112759
811	0.6289726872
812	0.6289299609
813	0.6288819452
814	0.628834542
815	0.6287828436
816	0.6287301151
817	0.6286858757
818	0.6286523947
819	0.6286058855
820	0.6285441983
821	0.6285009152
822	0.6284645133
823	0.6284191174
824	0.6283837741
825	0.6283330102
826	0.6282856563
827	0.628233686
828	0.6281924363
829	0.6281411916
830	0.6281053627
831	0.6280685989
832	0.6280201868
833	0.6279810056
834	0.6279220497
835	0.6278662191
836	0.6278193558
837	0.6277649272
838	0.6277051524
839	0.6276559012
840	0.6276001975
841	0.6275454881
842	0.6274988158
843	0.6274568768
844	0.6274224763
845	0.6273745126
846	0.6273356599
847	0.6272714839
848	0.6272251154
849	0.6271750986
850	0.6271099862
851	0.627067671
852	0.6270145261
853	0.626969239
854	0.6269115811
855	0.6268677494
856	0.6268148997
857	0.6267610651
858	0.626713155
859	0.6266459929
860	0.6265937046
861	0.626544899
862	0.6265089971
863	0.6264549597
864	0.6263931676
865	0.626341464
866	0.6262683825
867	0.6262361838
868	0.6261681814
869	0.626096441
870	0.6260603543
871	0.6260127902
872	0.6259697659
873	0.625918905
874	0.6258827875
875	0.6258361625
876	0.6257679522
877	0.6257200067
878	0.6256742489
879	0.6256414166
880	0.625609366
881	0.6255615804
882	0.6255091811
883	0.6254676328
884	0.6254318792
885	0.6253897676
886	0.6253315209
887	0.625288803
888	0.6252515292
889	0.6251977375
890	0.6251584025
891	0.6251088199
892	0.6250625197
893	0.6250055899
894	0.6249558286
895	0.6249177508
896	0.6248770373
897	0.6248074522
898	0.6247647653
899	0.6247147805
1
7967
